,vertices,delta,runtime,deltafactor
2136,10000,2395,4,2440
2137,10000,4451,3,2440
2138,10000,1416,4,2450
2139,10000,5547,3,2450
2140,10000,4861,3,2450
2141,10000,2368,4,2450
2142,10000,2243,4,2450
2143,10000,2292,4,2450
2144,10000,2395,5,2450
2145,10000,4451,3,2450
2146,10000,5547,3,2460
2147,10000,4861,4,2460
2148,10000,2368,5,2460
2149,10000,2243,4,2460
2150,10000,2292,3,2460
2151,10000,2395,4,2460
2152,10000,4451,3,2460
2153,10000,1416,5,2470
2154,10000,5547,3,2470
2155,10000,4861,3,2470
2156,10000,2368,4,2470
2157,10000,2243,4,2470
2158,10000,2292,4,2470
2159,10000,2395,3,2470
2160,10000,4451,3,2470
2161,10000,5547,3,2480
2162,10000,4861,3,2480
2163,10000,2368,3,2480
2164,10000,2243,4,2480
2165,10000,2292,4,2480
2166,10000,2395,5,2480
2167,10000,4451,3,2480
2168,10000,5547,3,2490
2169,10000,4861,3,2490
2170,10000,2368,4,2490
2171,10000,2243,4,2490
2172,10000,2292,4,2490
2173,10000,2395,4,2490
2174,10000,4451,3,2490
2175,10000,1416,5,2500
2176,10000,5547,4,2500
2177,10000,4861,3,2500
2178,10000,2368,4,2500
2179,10000,2243,3,2500
2180,10000,2292,7,2500
2181,10000,2395,4,2500
2182,10000,4451,3,2500
2183,10000,1416,5,2510
2184,10000,5547,3,2510
2185,10000,4861,3,2510
2186,10000,2368,3,2510
2187,10000,2243,4,2510
2188,10000,2292,5,2510
2189,10000,2395,3,2510
2190,10000,4451,4,2510
2191,10000,5547,3,2520
2192,10000,4861,4,2520
2193,10000,2368,4,2520
2194,10000,2243,4,2520
2195,10000,2292,5,2520
2196,10000,2395,4,2520
2197,10000,4451,4,2520
2198,10000,1416,4,2530
2199,10000,5547,3,2530
2200,10000,4861,4,2530
2201,10000,2368,4,2530
2202,10000,2243,3,2530
2203,10000,2292,5,2530
2204,10000,2395,4,2530
2205,10000,4451,3,2530
2206,10000,5547,3,2540
2207,10000,4861,3,2540
2208,10000,2368,4,2540
2209,10000,2243,4,2540
2210,10000,2292,4,2540
2211,10000,2395,4,2540
2212,10000,4451,3,2540
2213,10000,5547,3,2550
2214,10000,4861,3,2550
2215,10000,2368,4,2550
2216,10000,2243,8,2550
2217,10000,2292,5,2550
2218,10000,2395,4,2550
2219,10000,4451,3,2550
2220,10000,5547,3,2560
2221,10000,4861,3,2560
2222,10000,2368,5,2560
2223,10000,2243,5,2560
2224,10000,2292,4,2560
2225,10000,2395,5,2560
2226,10000,4451,4,2560
2227,10000,5547,3,2570
2228,10000,4861,4,2570
2229,10000,2368,4,2570
2230,10000,2243,3,2570
2231,10000,2292,4,2570
2232,10000,2395,4,2570
2233,10000,4451,3,2570
2234,10000,5547,3,2580
2235,10000,4861,3,2580
2236,10000,2368,4,2580
2237,10000,2243,4,2580
2238,10000,2292,5,2580
2239,10000,2395,3,2580
2240,10000,4451,3,2580
2241,10000,5547,3,2590
2242,10000,4861,3,2590
2243,10000,2368,4,2590
2244,10000,2243,5,2590
2245,10000,2292,4,2590
2246,10000,2395,4,2590
2247,10000,4451,3,2590
2248,10000,1416,4,2600
2249,10000,5547,3,2600
2250,10000,4861,3,2600
2251,10000,2368,4,2600
2252,10000,2243,4,2600
2253,10000,2292,3,2600
2254,10000,2395,5,2600
2255,10000,4451,3,2600
2256,10000,5547,3,2610
2257,10000,4861,4,2610
2258,10000,2368,4,2610
2259,10000,2243,6,2610
2260,10000,2292,4,2610
2261,10000,2395,4,2610
2262,10000,4451,3,2610
2263,10000,5547,3,2620
2264,10000,4861,4,2620
2265,10000,2368,4,2620
2266,10000,2243,5,2620
2267,10000,2292,4,2620
2268,10000,2395,4,2620
2269,10000,4451,4,2620
2270,10000,5547,3,2630
2271,10000,4861,3,2630
2272,10000,2368,3,2630
2273,10000,2243,4,2630
2274,10000,2292,3,2630
2275,10000,2395,4,2630
2276,10000,4451,3,2630
2277,10000,5547,3,2640
2278,10000,4861,3,2640
2279,10000,2368,4,2640
2280,10000,2243,4,2640
2281,10000,2292,3,2640
2282,10000,2395,3,2640
2283,10000,4451,3,2640
2284,10000,5547,3,2650
2285,10000,4861,3,2650
2286,10000,2368,4,2650
2287,10000,2292,4,2650
2288,10000,2395,4,2650
2289,10000,4451,3,2650
2290,10000,5547,3,2660
2291,10000,4861,3,2660
2292,10000,2368,5,2660
2293,10000,2243,3,2660
2294,10000,2292,4,2660
2295,10000,2395,4,2660
2296,10000,4451,3,2660
2297,10000,5547,3,2670
2298,10000,4861,3,2670
2299,10000,2368,4,2670
2300,10000,2243,5,2670
2301,10000,2292,4,2670
2302,10000,2395,4,2670
2303,10000,4451,3,2670
2304,10000,5547,3,2680
2305,10000,4861,4,2680
2306,10000,2368,5,2680
2307,10000,2243,4,2680
2308,10000,2292,4,2680
2309,10000,2395,4,2680
2310,10000,4451,3,2680
2311,10000,5547,3,2690
2312,10000,4861,4,2690
2313,10000,2368,3,2690
2314,10000,2243,6,2690
2315,10000,2292,4,2690
2316,10000,2395,3,2690
2317,10000,4451,3,2690
2318,10000,5547,3,2700
2319,10000,4861,3,2700
2320,10000,2368,4,2700
2321,10000,2243,3,2700
2322,10000,2292,5,2700
2323,10000,2395,4,2700
2324,10000,4451,4,2700
2325,10000,1416,5,2710
2326,10000,5547,3,2710
2327,10000,4861,3,2710
2328,10000,2368,4,2710
2329,10000,2292,5,2710
2330,10000,2395,4,2710
2331,10000,4451,3,2710
2332,10000,5547,3,2720
2333,10000,4861,3,2720
2334,10000,2368,5,2720
2335,10000,2243,4,2720
2336,10000,2292,4,2720
2337,10000,2395,5,2720
2338,10000,4451,3,2720
2339,10000,5547,3,2730
2340,10000,4861,3,2730
2341,10000,2368,4,2730
2342,10000,2243,4,2730
2343,10000,2292,4,2730
2344,10000,2395,4,2730
2345,10000,4451,3,2730
2346,10000,5547,3,2740
2347,10000,4861,4,2740
2348,10000,2368,4,2740
2349,10000,2243,4,2740
2350,10000,2292,4,2740
2351,10000,2395,4,2740
2352,10000,4451,3,2740
2353,10000,5547,3,2750
2354,10000,4861,3,2750
2355,10000,2368,4,2750
2356,10000,2243,4,2750
2357,10000,2292,4,2750
2358,10000,2395,3,2750
2359,10000,4451,4,2750
2360,10000,5547,3,2760
2361,10000,4861,3,2760
2362,10000,2368,4,2760
2363,10000,2243,4,2760
2364,10000,2292,4,2760
2365,10000,2395,4,2760
2366,10000,4451,3,2760
2367,10000,5547,3,2770
2368,10000,4861,3,2770
2369,10000,2368,4,2770
2370,10000,2243,4,2770
2371,10000,2292,4,2770
2372,10000,2395,5,2770
2373,10000,4451,3,2770
2374,10000,5547,3,2780
2375,10000,4861,4,2780
2376,10000,2368,4,2780
2377,10000,2292,4,2780
2378,10000,2395,5,2780
2379,10000,4451,3,2780
2380,10000,5547,3,2790
2381,10000,4861,3,2790
2382,10000,2368,4,2790
2383,10000,2243,4,2790
2384,10000,2292,4,2790
2385,10000,2395,4,2790
2386,10000,4451,4,2790
2387,10000,5547,3,2800
2388,10000,4861,4,2800
2389,10000,2368,4,2800
2390,10000,2243,4,2800
2391,10000,2292,4,2800
2392,10000,2395,3,2800
2393,10000,4451,4,2800
2394,10000,5547,3,2810
2395,10000,4861,3,2810
2396,10000,2368,4,2810
2397,10000,2243,4,2810
2398,10000,2292,4,2810
2399,10000,2395,4,2810
2400,10000,4451,3,2810
2401,10000,1416,5,2820
2402,10000,5547,3,2820
2403,10000,4861,4,2820
2404,10000,2368,4,2820
2405,10000,2243,4,2820
2406,10000,2292,4,2820
2407,10000,2395,5,2820
2408,10000,4451,4,2820
2409,10000,5547,3,2830
2410,10000,4861,3,2830
2411,10000,2368,4,2830
2412,10000,2243,4,2830
2413,10000,2292,5,2830
2414,10000,2395,4,2830
2415,10000,4451,3,2830
2416,10000,5547,3,2840
2417,10000,4861,3,2840
2418,10000,2368,4,2840
2419,10000,2243,4,2840
2420,10000,2292,4,2840
2421,10000,2395,4,2840
2422,10000,4451,3,2840
2423,10000,5547,3,2850
2424,10000,4861,3,2850
2425,10000,2368,4,2850
2426,10000,2243,3,2850
2427,10000,2292,4,2850
2428,10000,2395,4,2850
2429,10000,4451,3,2850
2430,10000,5547,4,2860
2431,10000,4861,3,2860
2432,10000,2368,4,2860
2433,10000,2243,5,2860
2434,10000,2292,5,2860
2435,10000,2395,3,2860
2436,10000,4451,3,2860
2437,10000,5547,3,2870
2438,10000,4861,3,2870
2439,10000,2368,4,2870
2440,10000,2292,3,2870
2441,10000,2395,4,2870
2442,10000,4451,3,2870
2443,10000,5547,3,2880
2444,10000,4861,3,2880
2445,10000,2368,4,2880
2446,10000,2243,4,2880
2447,10000,2292,4,2880
2448,10000,2395,4,2880
2449,10000,4451,4,2880
2450,10000,5547,3,2890
2451,10000,4861,4,2890
2452,10000,2368,4,2890
2453,10000,2243,4,2890
2454,10000,2292,5,2890
2455,10000,2395,3,2890
2456,10000,4451,4,2890
2457,10000,5547,3,2900
2458,10000,4861,3,2900
2459,10000,2368,4,2900
2460,10000,2243,5,2900
2461,10000,2292,4,2900
2462,10000,2395,4,2900
2463,10000,4451,3,2900
2464,10000,5547,3,2910
2465,10000,4861,4,2910
2466,10000,2368,4,2910
2467,10000,2243,4,2910
2468,10000,2292,4,2910
2469,10000,2395,4,2910
2470,10000,4451,4,2910
2471,10000,5547,3,2920
2472,10000,4861,4,2920
2473,10000,2368,4,2920
2474,10000,2243,5,2920
2475,10000,2292,4,2920
2476,10000,2395,5,2920
2477,10000,4451,4,2920
2478,10000,5547,3,2930
2479,10000,4861,3,2930
2480,10000,2368,4,2930
2481,10000,2243,4,2930
2482,10000,2292,8,2930
2483,10000,2395,5,2930
2484,10000,4451,4,2930
2485,10000,5547,3,2940
2486,10000,4861,3,2940
2487,10000,2368,4,2940
2488,10000,2292,6,2940
2489,10000,2395,4,2940
2490,10000,4451,4,2940
2491,10000,5547,3,2950
2492,10000,4861,4,2950
2493,10000,2368,4,2950
2494,10000,2243,3,2950
2495,10000,2292,6,2950
2496,10000,2395,4,2950
2497,10000,4451,4,2950
2498,10000,5547,3,2960
2499,10000,4861,4,2960
2500,10000,2368,6,2960
2501,10000,2243,6,2960
2502,10000,2292,3,2960
2503,10000,2395,4,2960
2504,10000,4451,3,2960
2505,10000,5547,3,2970
2506,10000,4861,4,2970
2507,10000,2368,5,2970
2508,10000,2243,4,2970
2509,10000,2292,5,2970
2510,10000,2395,4,2970
2511,10000,4451,3,2970
2512,10000,5547,3,2980
2513,10000,4861,3,2980
2514,10000,2368,4,2980
2515,10000,2243,4,2980
2516,10000,2292,4,2980
2517,10000,2395,3,2980
2518,10000,4451,3,2980
2519,10000,5547,3,2990
2520,10000,4861,3,2990
2521,10000,2368,4,2990
2522,10000,2243,3,2990
2523,10000,2292,4,2990
2524,10000,2395,4,2990
2525,10000,4451,3,2990
2526,10000,5547,3,3000
2527,10000,4861,3,3000
2528,10000,2368,5,3000
2529,10000,2243,5,3000
2530,10000,2292,4,3000
2531,10000,2395,5,3000
2532,10000,4451,3,3000
2533,10000,5547,3,3010
2534,10000,4861,4,3010
2535,10000,2368,4,3010
2536,10000,2243,4,3010
2537,10000,2292,4,3010
2538,10000,2395,4,3010
2539,10000,4451,3,3010
2540,10000,5547,3,3020
2541,10000,4861,4,3020
2542,10000,2368,4,3020
2543,10000,2243,4,3020
2544,10000,2292,4,3020
2545,10000,2395,4,3020
2546,10000,4451,3,3020
2547,10000,5547,3,3030
2548,10000,4861,3,3030
2549,10000,2368,4,3030
2550,10000,2292,4,3030
2551,10000,2395,6,3030
2552,10000,4451,4,3030
2553,10000,5547,3,3040
2554,10000,4861,4,3040
2555,10000,2368,4,3040
2556,10000,2292,4,3040
2557,10000,2395,4,3040
2558,10000,4451,3,3040
2559,10000,5547,3,3050
2560,10000,4861,4,3050
2561,10000,2368,4,3050
2562,10000,2243,5,3050
2563,10000,2292,4,3050
2564,10000,2395,4,3050
2565,10000,4451,3,3050
2566,10000,5547,3,3060
2567,10000,4861,3,3060
2568,10000,2368,4,3060
2569,10000,2243,5,3060
2570,10000,2395,4,3060
2571,10000,4451,3,3060
2572,10000,5547,3,3070
2573,10000,4861,4,3070
2574,10000,2368,4,3070
2575,10000,2292,6,3070
2576,10000,2395,4,3070
2577,10000,4451,4,3070
2578,10000,5547,3,3080
2579,10000,4861,3,3080
2580,10000,2368,4,3080
2581,10000,2292,4,3080
2582,10000,2395,4,3080
2583,10000,4451,3,3080
2584,10000,5547,4,3090
2585,10000,4861,3,3090
2586,10000,2368,8,3090
2587,10000,2395,4,3090
2588,10000,4451,3,3090
2589,10000,5547,3,3100
2590,10000,4861,3,3100
2591,10000,2368,4,3100
2592,10000,2243,4,3100
2593,10000,2292,4,3100
2594,10000,2395,4,3100
2595,10000,4451,4,3100
2596,10000,5547,3,3110
2597,10000,4861,3,3110
2598,10000,2368,4,3110
2599,10000,2243,4,3110
2600,10000,2395,5,3110
2601,10000,4451,3,3110
2602,10000,5547,3,3120
2603,10000,4861,4,3120
2604,10000,2368,4,3120
2605,10000,2243,4,3120
2606,10000,2292,4,3120
2607,10000,2395,3,3120
2608,10000,4451,4,3120
